DOI,Sample_ID,Subsample_ID,cleaned_morphology,morphology,morph_ratio,Source,normalized_particle.L_concentration,corrected_concentration,morph_particle.L_reported,morph_particle.L_corrected
10.1016/j.scitotenv.2021.148001,Sum|10.1016/j.scitotenv.2021.148001,N/A,Nurdle,Nurdle,0.0036,drinkingwater,0.36,0.36,0.001296,0.001296
10.1016/j.scitotenv.2021.148001,Aut|10.1016/j.scitotenv.2021.148001,N/A,Nurdle,Nurdle,0.0036,drinkingwater,0.75,0.75,0.0027,0.0027
10.1016/j.scitotenv.2021.148001,Win|10.1016/j.scitotenv.2021.148001,N/A,Nurdle,Nurdle,0.0036,drinkingwater,0.54,0.54,0.001944,0.001944
http://dce2.au.dk/pub/SR291.pdf ,1|http://dce2.au.dk/pub/SR291.pdf ,1a|http://dce2.au.dk/pub/SR291.pdf ,Film,Film,0.03,drinkingwater,0.58,4.0484,0.0174,0.121452
http://dce2.au.dk/pub/SR291.pdf ,2|http://dce2.au.dk/pub/SR291.pdf ,N/A,Film,Film,0.06,drinkingwater,0.32,2.2336,0.0192,0.134016
http://dce2.au.dk/pub/SR291.pdf ,4|http://dce2.au.dk/pub/SR291.pdf ,N/A,Film,Film,0.31,drinkingwater,0.26,1.8148,0.0806,0.562588
http://dce2.au.dk/pub/SR291.pdf ,8|http://dce2.au.dk/pub/SR291.pdf ,N/A,Film,Film,0.1,drinkingwater,0.6,4.188,0.06,0.4188
http://dce2.au.dk/pub/SR291.pdf ,9|http://dce2.au.dk/pub/SR291.pdf ,N/A,Film,Film,0.08,drinkingwater,0.24,1.6752,0.0192,0.134016
10.3389/fchem.2018.00407,IB|101119.10.3389/fchem.2018.00407,N/A,Film,Film,0.14,drinkingwater,37.1,48.23,5.194,6.7522
10.3389/fchem.2018.00407,BB 311019 08: 11 PSRL6|10.3389/fchem.2018.00407,N/A,Film,Film,0.14,drinkingwater,705,916.5,98.7,128.31
10.3389/fchem.2018.00407,BB 311019 09: 50 STB1|10.3389/fchem.2018.00407,N/A,Film,Film,0.14,drinkingwater,404,525.2,56.56,73.528
10.3389/fchem.2018.00407,Oct0719|10.3389/fchem.2018.00407,N/A,Film,Film,0.14,drinkingwater,252,327.6,35.28,45.864
10.3389/fchem.2018.00407,BN7141A04117|10.3389/fchem.2018.00407,N/A,Film,Film,0.14,drinkingwater,174,226.2,24.36,31.668
10.3389/fchem.2018.00407,HE.B.No 229 (BM/AS)|10.3389/fchem.2018.00407,N/A,Film,Film,0.14,drinkingwater,826,1073.8,115.64,150.332
10.3389/fchem.2018.00407,MU.N.No.298 (MA/AD)|10.3389/fchem.2018.00407,N/A,Film,Film,0.14,drinkingwater,213,276.9,29.82,38.766
10.3389/fchem.2018.00407,SO.B No.087 (AS/LB)|10.3389/fchem.2018.00407,N/A,Film,Film,0.14,drinkingwater,3.72,4.836,0.5208,0.67704
10.3389/fchem.2018.00407,Oct 0118NHBRB|10.3389/fchem.2018.00407,N/A,Film,Film,0.14,drinkingwater,165,214.5,23.1,30.03
10.3389/fchem.2018.00407,P18NOV17CG3|10.3389/fchem.2018.00407,N/A,Film,Film,0.14,drinkingwater,74.6,96.98,10.444,13.5772
10.3389/fchem.2018.00407,17.11.18|10.3389/fchem.2018.00407,N/A,Film,Film,0.14,drinkingwater,686,891.8,96.04,124.852
10.3389/fchem.2018.00407,14.10.18|10.3389/fchem.2018.00407,N/A,Film,Film,0.14,drinkingwater,20,26,2.8,3.64
10.3389/fchem.2018.00407,09.08.18|10.3389/fchem.2018.00407,N/A,Film,Film,0.14,drinkingwater,37.3,48.49,5.222,6.7886
10.3389/fchem.2018.00407,PRD 03 21 2017 14:02|10.3389/fchem.2018.00407,N/A,Film,Film,0.14,drinkingwater,197,256.1,27.58,35.854
10.3389/fchem.2018.00407,PRD 05 24 17 11:29|10.3389/fchem.2018.00407,N/A,Film,Film,0.14,drinkingwater,58.2,75.66,8.148,10.5924
10.3389/fchem.2018.00407,07.142018 2|10.3389/fchem.2018.00407,N/A,Film,Film,0.14,drinkingwater,1410,1833,197.4,256.62
10.3389/fchem.2018.00407,NV No. AC-51-07269|10.3389/fchem.2018.00407,N/A,Film,Film,0.14,drinkingwater,204,265.2,28.56,37.128
10.3389/fchem.2018.00407,FAB: 211017 09:06SP|10.3389/fchem.2018.00407,N/A,Film,Film,0.14,drinkingwater,40.1,52.13,5.614,7.2982
10.3389/fchem.2018.00407,FAB: 160817 15:05SP|10.3389/fchem.2018.00407,N/A,Film,Film,0.14,drinkingwater,12.5,16.25,1.75,2.275
10.3389/fchem.2018.00407,FAB: 091217 16:53SP|10.3389/fchem.2018.00407,N/A,Film,Film,0.14,drinkingwater,150,195,21,27.3
10.3389/fchem.2018.00407,100517 278WF246|10.3389/fchem.2018.00407,N/A,Film,Film,0.14,drinkingwater,2277,2960.1,318.78,414.414
10.3389/fchem.2018.00407,P: 4/11/17 03:34 AZ|10.3389/fchem.2018.00407,N/A,Film,Film,0.14,drinkingwater,49.3,64.09,6.902,8.9726
10.3389/fchem.2018.00407,730805210A 23:28|10.3389/fchem.2018.00407,N/A,Film,Film,0.14,drinkingwater,468,608.4,65.52,85.176
10.3389/fchem.2018.00407,BBE 11.2018 10|10.3389/fchem.2018.00407,N/A,Film,Film,0.14,drinkingwater,30.3,39.39,4.242,5.5146
10.3389/fchem.2018.00407,20171102 1214JN|10.3389/fchem.2018.00407,N/A,Film,Film,0.14,drinkingwater,156,202.8,21.84,28.392
10.3389/fchem.2018.00407,20171021 3214GH|10.3389/fchem.2018.00407,N/A,Film,Film,0.14,drinkingwater,66.7,86.71,9.338,12.1394
10.3389/fchem.2018.00407,20171103 2106WF|10.3389/fchem.2018.00407,N/A,Film,Film,0.14,drinkingwater,67.1,87.23,9.394,12.2122
10.3390/w12113115,drinking_water|10.3390/w12113115,N/A,Film,Film,0.007,drinkingwater,105.8,371.358,0.7406,2.599506
10.3389/fchem.2018.00407,IB|101119.10.3389/fchem.2018.00407,N/A,Foam,Foam,0.05,drinkingwater,37.1,48.23,1.855,2.4115
10.3389/fchem.2018.00407,BB 311019 08: 11 PSRL6|10.3389/fchem.2018.00407,N/A,Foam,Foam,0.05,drinkingwater,705,916.5,35.25,45.825
10.3389/fchem.2018.00407,BB 311019 09: 50 STB1|10.3389/fchem.2018.00407,N/A,Foam,Foam,0.05,drinkingwater,404,525.2,20.2,26.26
10.3389/fchem.2018.00407,Oct0719|10.3389/fchem.2018.00407,N/A,Foam,Foam,0.05,drinkingwater,252,327.6,12.6,16.38
10.3389/fchem.2018.00407,BN7141A04117|10.3389/fchem.2018.00407,N/A,Foam,Foam,0.05,drinkingwater,174,226.2,8.7,11.31
10.3389/fchem.2018.00407,HE.B.No 229 (BM/AS)|10.3389/fchem.2018.00407,N/A,Foam,Foam,0.05,drinkingwater,826,1073.8,41.3,53.69
10.3389/fchem.2018.00407,MU.N.No.298 (MA/AD)|10.3389/fchem.2018.00407,N/A,Foam,Foam,0.05,drinkingwater,213,276.9,10.65,13.845
10.3389/fchem.2018.00407,SO.B No.087 (AS/LB)|10.3389/fchem.2018.00407,N/A,Foam,Foam,0.05,drinkingwater,3.72,4.836,0.186,0.2418
10.3389/fchem.2018.00407,Oct 0118NHBRB|10.3389/fchem.2018.00407,N/A,Foam,Foam,0.05,drinkingwater,165,214.5,8.25,10.725
10.3389/fchem.2018.00407,P18NOV17CG3|10.3389/fchem.2018.00407,N/A,Foam,Foam,0.05,drinkingwater,74.6,96.98,3.73,4.849
10.3389/fchem.2018.00407,17.11.18|10.3389/fchem.2018.00407,N/A,Foam,Foam,0.05,drinkingwater,686,891.8,34.3,44.59
10.3389/fchem.2018.00407,14.10.18|10.3389/fchem.2018.00407,N/A,Foam,Foam,0.05,drinkingwater,20,26,1,1.3
10.3389/fchem.2018.00407,09.08.18|10.3389/fchem.2018.00407,N/A,Foam,Foam,0.05,drinkingwater,37.3,48.49,1.865,2.4245
10.3389/fchem.2018.00407,PRD 03 21 2017 14:02|10.3389/fchem.2018.00407,N/A,Foam,Foam,0.05,drinkingwater,197,256.1,9.85,12.805
10.3389/fchem.2018.00407,PRD 05 24 17 11:29|10.3389/fchem.2018.00407,N/A,Foam,Foam,0.05,drinkingwater,58.2,75.66,2.91,3.783
10.3389/fchem.2018.00407,07.142018 2|10.3389/fchem.2018.00407,N/A,Foam,Foam,0.05,drinkingwater,1410,1833,70.5,91.65
10.3389/fchem.2018.00407,NV No. AC-51-07269|10.3389/fchem.2018.00407,N/A,Foam,Foam,0.05,drinkingwater,204,265.2,10.2,13.26
10.3389/fchem.2018.00407,FAB: 211017 09:06SP|10.3389/fchem.2018.00407,N/A,Foam,Foam,0.05,drinkingwater,40.1,52.13,2.005,2.6065
10.3389/fchem.2018.00407,FAB: 160817 15:05SP|10.3389/fchem.2018.00407,N/A,Foam,Foam,0.05,drinkingwater,12.5,16.25,0.625,0.8125
10.3389/fchem.2018.00407,FAB: 091217 16:53SP|10.3389/fchem.2018.00407,N/A,Foam,Foam,0.05,drinkingwater,150,195,7.5,9.75
10.3389/fchem.2018.00407,100517 278WF246|10.3389/fchem.2018.00407,N/A,Foam,Foam,0.05,drinkingwater,2277,2960.1,113.85,148.005
10.3389/fchem.2018.00407,P: 4/11/17 03:34 AZ|10.3389/fchem.2018.00407,N/A,Foam,Foam,0.05,drinkingwater,49.3,64.09,2.465,3.2045
10.3389/fchem.2018.00407,730805210A 23:28|10.3389/fchem.2018.00407,N/A,Foam,Foam,0.05,drinkingwater,468,608.4,23.4,30.42
10.3389/fchem.2018.00407,BBE 11.2018 10|10.3389/fchem.2018.00407,N/A,Foam,Foam,0.05,drinkingwater,30.3,39.39,1.515,1.9695
10.3389/fchem.2018.00407,20171102 1214JN|10.3389/fchem.2018.00407,N/A,Foam,Foam,0.05,drinkingwater,156,202.8,7.8,10.14
10.3389/fchem.2018.00407,20171021 3214GH|10.3389/fchem.2018.00407,N/A,Foam,Foam,0.05,drinkingwater,66.7,86.71,3.335,4.3355
10.3389/fchem.2018.00407,20171103 2106WF|10.3389/fchem.2018.00407,N/A,Foam,Foam,0.05,drinkingwater,67.1,87.23,3.355,4.3615
10.1016/j.scitotenv.2021.148001,TCQS|10.1016/j.scitotenv.2021.148001,N/A,Foam,Foam,8.00E-04,drinkingwater,0.4,0.4,0.00032,0.00032
10.1016/j.scitotenv.2021.148001,SHN|10.1016/j.scitotenv.2021.148001,N/A,Foam,Foam,8.00E-04,drinkingwater,0.51,0.51,0.000408,0.000408
10.1016/j.scitotenv.2021.148001,CHQ|10.1016/j.scitotenv.2021.148001,N/A,Foam,Foam,8.00E-04,drinkingwater,0.51,0.51,0.000408,0.000408
10.1016/j.scitotenv.2021.148001,CHH|10.1016/j.scitotenv.2021.148001,N/A,Foam,Foam,8.00E-04,drinkingwater,0.55,0.55,0.00044,0.00044
10.1016/j.scitotenv.2021.148001,ZHB|10.1016/j.scitotenv.2021.148001,N/A,Foam,Foam,8.00E-04,drinkingwater,0.6,0.6,0.00048,0.00048
10.1016/j.scitotenv.2021.148001,DAS|10.1016/j.scitotenv.2021.148001,N/A,Foam,Foam,8.00E-04,drinkingwater,0.605,0.605,0.000484,0.000484
10.1016/j.scitotenv.2021.148001,XHS|10.1016/j.scitotenv.2021.148001,N/A,Foam,Foam,8.00E-04,drinkingwater,0.63,0.63,0.000504,0.000504
10.1016/j.scitotenv.2021.148001,HNZ|10.1016/j.scitotenv.2021.148001,N/A,Foam,Foam,8.00E-04,drinkingwater,0.75,0.75,6.00E-04,6.00E-04
10.1016/j.scitotenv.2021.148001,TCH|10.1016/j.scitotenv.2021.148001,N/A,Foam,Foam,8.00E-04,drinkingwater,0.56,0.56,0.000448,0.000448
10.1016/j.scitotenv.2021.148001,WHH|10.1016/j.scitotenv.2021.148001,N/A,Foam,Foam,8.00E-04,drinkingwater,0.6,0.6,0.00048,0.00048
10.1016/j.scitotenv.2021.148001,Spr|10.1016/j.scitotenv.2021.148001,N/A,Foam,Foam,8.00E-04,drinkingwater,0.39,0.39,0.000312,0.000312
10.1016/j.scitotenv.2021.148001,Sum|10.1016/j.scitotenv.2021.148001,N/A,Foam,Foam,8.00E-04,drinkingwater,0.36,0.36,0.000288,0.000288
10.1016/j.scitotenv.2021.148001,Aut|10.1016/j.scitotenv.2021.148001,N/A,Foam,Foam,8.00E-04,drinkingwater,0.75,0.75,6.00E-04,6.00E-04
10.1016/j.scitotenv.2021.148001,Win|10.1016/j.scitotenv.2021.148001,N/A,Foam,Foam,8.00E-04,drinkingwater,0.54,0.54,0.000432,0.000432
10.1016/j.scitotenv.2019.134520,Finished|10.1016/j.scitotenv.2019.134520,N/A,Sphere,Sphere,0.088172043,drinkingwater,930,353.4,81.99999999,31.16
10.1016/j.scitotenv.2021.148001,TCQS|10.1016/j.scitotenv.2021.148001,N/A,Film,Sheet,0.0113,drinkingwater,0.4,0.4,0.00452,0.00452
10.1016/j.scitotenv.2021.148001,SHN|10.1016/j.scitotenv.2021.148001,N/A,Film,Sheet,0.0113,drinkingwater,0.51,0.51,0.005763,0.005763
10.1016/j.scitotenv.2021.148001,CHQ|10.1016/j.scitotenv.2021.148001,N/A,Film,Sheet,0.0113,drinkingwater,0.51,0.51,0.005763,0.005763
10.1016/j.scitotenv.2021.148001,CHH|10.1016/j.scitotenv.2021.148001,N/A,Film,Sheet,0.0113,drinkingwater,0.55,0.55,0.006215,0.006215
10.1016/j.scitotenv.2021.148001,ZHB|10.1016/j.scitotenv.2021.148001,N/A,Film,Sheet,0.0113,drinkingwater,0.6,0.6,0.00678,0.00678
10.1016/j.scitotenv.2021.148001,DAS|10.1016/j.scitotenv.2021.148001,N/A,Film,Sheet,0.0113,drinkingwater,0.605,0.605,0.0068365,0.0068365
10.1016/j.scitotenv.2021.148001,XHS|10.1016/j.scitotenv.2021.148001,N/A,Film,Sheet,0.0113,drinkingwater,0.63,0.63,0.007119,0.007119
10.1016/j.scitotenv.2021.148001,HNZ|10.1016/j.scitotenv.2021.148001,N/A,Film,Sheet,0.0113,drinkingwater,0.75,0.75,0.008475,0.008475
10.1016/j.scitotenv.2021.148001,TCH|10.1016/j.scitotenv.2021.148001,N/A,Film,Sheet,0.0113,drinkingwater,0.56,0.56,0.006328,0.006328
10.1016/j.scitotenv.2021.148001,WHH|10.1016/j.scitotenv.2021.148001,N/A,Film,Sheet,0.0113,drinkingwater,0.6,0.6,0.00678,0.00678
10.1016/j.scitotenv.2021.148001,Spr|10.1016/j.scitotenv.2021.148001,N/A,Film,Sheet,0.0113,drinkingwater,0.39,0.39,0.004407,0.004407
10.1016/j.scitotenv.2021.148001,Sum|10.1016/j.scitotenv.2021.148001,N/A,Film,Sheet,0.0113,drinkingwater,0.36,0.36,0.004068,0.004068
10.1016/j.scitotenv.2021.148001,Aut|10.1016/j.scitotenv.2021.148001,N/A,Film,Sheet,0.0113,drinkingwater,0.75,0.75,0.008475,0.008475
10.1016/j.scitotenv.2021.148001,Win|10.1016/j.scitotenv.2021.148001,N/A,Film,Sheet,0.0113,drinkingwater,0.54,0.54,0.006102,0.006102
doi.org/10.1016/j.envpol.2018.06.033,Grab24|doi.org/10.1016/j.envpol.2018.06.033,N/A,Film,films,0.5,river,1.108,0.29916,0.554,0.14958
doi.org/10.1016/j.envpol.2018.06.033,Grab1|doi.org/10.1016/j.envpol.2018.06.033,N/A,Film,films,0.5,river,1.1116,0.300132,0.5558,0.150066
doi.org/10.1016/j.envpol.2018.06.033,Net12|doi.org/10.1016/j.envpol.2018.06.033,N/A,Film,films,0.166666667,river,0.009492,0.00256284,0.001582,0.00042714
doi.org/10.1016/j.envpol.2018.06.033,Net2|doi.org/10.1016/j.envpol.2018.06.033,N/A,Film,films,0.749890303,river,0.002278,0.00061506,0.00170825,0.000461228
doi.org/10.1016/j.envpol.2018.06.033,Net9|doi.org/10.1016/j.envpol.2018.06.033,N/A,Film,films,0.500736618,river,0.00479,0.0012933,0.002398528,0.000647603
doi.org/10.1016/j.envpol.2018.06.033,Net10|doi.org/10.1016/j.envpol.2018.06.033,N/A,Film,films,0.25019305,river,0.000611,0.00016497,0.000152868,4.13E-05
doi.org/10.1016/j.envpol.2018.06.033,Net15|doi.org/10.1016/j.envpol.2018.06.033,N/A,Film,films,0.679579149,river,0.001271,0.00034317,0.000863745,0.000233211
doi.org/10.1016/j.envpol.2018.06.033,Net18|doi.org/10.1016/j.envpol.2018.06.033,N/A,Film,films,0.665973666,river,0.001934,0.00052218,0.001287993,0.000347758
doi.org/10.1016/j.envpol.2018.06.033,Net19|doi.org/10.1016/j.envpol.2018.06.033,N/A,Film,films,0.5,river,0.001444,0.00038988,0.000722,0.00019494
doi.org/10.1016/j.envpol.2018.06.033,Net20|doi.org/10.1016/j.envpol.2018.06.033,N/A,Film,films,0.200279135,river,0.001094,0.00029538,0.000219105,5.92E-05
doi.org/10.1016/j.envpol.2018.06.033,Net3|doi.org/10.1016/j.envpol.2018.06.033,N/A,Film,films,0.11122449,river,0.00098,0.0002646,0.000109,2.94E-05
doi.org/10.1016/j.envpol.2018.06.033,Net16|doi.org/10.1016/j.envpol.2018.06.033,N/A,Film,films,0.333402147,river,0.002132,0.00057564,0.000710813,0.00019192
doi.org/10.1016/j.envpol.2018.06.033,Net13|doi.org/10.1016/j.envpol.2018.06.033,N/A,Film,films,0.862116788,river,0.001386,0.00037422,0.001194894,0.000322621
doi.org/10.1016/j.envpol.2018.06.033,Net14|doi.org/10.1016/j.envpol.2018.06.033,N/A,Film,films,0.199842644,river,0.013701,0.00369927,0.002738044,0.000739272
doi.org/10.1016/j.envpol.2018.06.033,Net24|doi.org/10.1016/j.envpol.2018.06.033,N/A,Film,films,0.076957797,river,0.002925,0.00078975,0.000225102,6.08E-05
doi.org/10.1016/j.envpol.2018.06.033,Net11|doi.org/10.1016/j.envpol.2018.06.033,N/A,Film,films,0.791885115,river,0.001294,0.00034938,0.001024699,0.000276669
doi.org/10.3389/frans.2022.857694,doi.org/10.3389/frans.2022.857694|SanMarcos,N/A,Fragment,fragments,0.005347594,river,233.75,157330.1125,1.250000098,841.3375656
doi.org/10.3389/frans.2022.857694,doi.org/10.3389/frans.2022.857694|Waco,N/A,Fragment,fragments,0.049773756,river,828.75,557806.7625,41.25000029,27764.13769
doi.org/10.3389/frans.2022.857694,doi.org/10.3389/frans.2022.857694|Wilsons,N/A,Fragment,fragments,0.066666667,river,131.25,88340.4375,8.750000044,5889.362529
doi.org/10.1021/acs.est.9b04896,doi.org/10.1021/acs.est.9b04896 | 401,N/A,Fragment,fragments,0.04,river,2,1787.64,0.08,71.5056
doi.org/10.1021/acs.est.9b04896,doi.org/10.1021/acs.est.9b04896 | 391,N/A,Fragment,fragments,0.90909,river,20,17876.4,18.1818,16251.25648
doi.org/10.1021/acs.est.9b04896,doi.org/10.1021/acs.est.9b04896 | 393,N/A,Fragment,fragments,0.392857143,river,22,19664.04,8.642857146,7725.158574
doi.org/10.1021/acs.est.9b04896,doi.org/10.1021/acs.est.9b04896 | 418,N/A,Fragment,fragments,0.16,river,22,19664.04,3.52,3146.2464
doi.org/10.1021/acs.est.9b04896,doi.org/10.1021/acs.est.9b04896 | 417,N/A,Fragment,fragments,0.545454545,river,24,21451.68,13.09090908,11700.91635
doi.org/10.1021/acs.est.9b04896,doi.org/10.1021/acs.est.9b04896 | 412,N/A,Fragment,fragments,0.24,river,24,21451.68,5.76,5148.4032
doi.org/10.1021/acs.est.9b04896,doi.org/10.1021/acs.est.9b04896 | 422,N/A,Fragment,fragments,0.196721311,river,24,21451.68,4.721311464,4220.002613
doi.org/10.1021/acs.est.9b04896,doi.org/10.1021/acs.est.9b04896 | 426,N/A,Fragment,fragments,0.565789474,river,258,230605.56,145.9736843,130474.1985
doi.org/10.1021/acs.est.9b04896,doi.org/10.1021/acs.est.9b04896 | 413,N/A,Fragment,fragments,0.5625,river,36,32177.52,20.25,18099.855
doi.org/10.1021/acs.est.9b04896,doi.org/10.1021/acs.est.9b04896 | 396,N/A,Fragment,fragments,0.387755102,river,38,33965.16,14.73469388,13170.16408
doi.org/10.1021/acs.est.9b04896,doi.org/10.1021/acs.est.9b04896 | 410,N/A,Fragment,fragments,0.333333333,river,4,3575.28,1.333333332,1191.759999
doi.org/10.1021/acs.est.9b04896,doi.org/10.1021/acs.est.9b04896 | 423,N/A,Fragment,fragments,0.028571429,river,4,3575.28,0.114285716,102.1508587
doi.org/10.1021/acs.est.9b04896,doi.org/10.1021/acs.est.9b04896 | 424,N/A,Fragment,fragments,0.181818182,river,4,3575.28,0.727272728,650.0509097
doi.org/10.1021/acs.est.9b04896,doi.org/10.1021/acs.est.9b04896 | 421,N/A,Fragment,fragments,0.84375,river,50,44691,42.1875,37708.03125
doi.org/10.1021/acs.est.9b04896,doi.org/10.1021/acs.est.9b04896 | 427,N/A,Fragment,fragments,0.613636364,river,54,48266.28,33.13636366,29617.94456
doi.org/10.1021/acs.est.9b04896,doi.org/10.1021/acs.est.9b04896 | 386,N/A,Fragment,fragments,0.214285714,river,6,5362.92,1.285714284,1149.197141
doi.org/10.1021/acs.est.9b04896,doi.org/10.1021/acs.est.9b04896 | 389,N/A,Fragment,fragments,0.2,river,6,5362.92,1.2,1072.584
doi.org/10.1021/acs.est.9b04896,doi.org/10.1021/acs.est.9b04896 | 406,N/A,Fragment,fragments,0.078947368,river,6,5362.92,0.473684208,423.3884188
doi.org/10.1021/acs.est.9b04896,doi.org/10.1021/acs.est.9b04896 | 411,N/A,Fragment,fragments,0.078947368,river,6,5362.92,0.473684208,423.3884188
doi.org/10.1021/acs.est.9b04896,doi.org/10.1021/acs.est.9b04896 | 400,N/A,Fragment,fragments,0.048387097,river,6,5362.92,0.290322582,259.4961302
doi.org/10.1021/acs.est.9b04896,doi.org/10.1021/acs.est.9b04896 | 420,N/A,Fragment,fragments,0.222222222,river,8,7150.56,1.777777776,1589.013332
doi.org/10.1021/acs.est.9b04896,doi.org/10.1021/acs.est.9b04896 | 428,N/A,Fragment,fragments,0.373831776,river,80,71505.6,29.90654208,26731.06544
doi.org/10.1021/acs.est.9b04896,doi.org/10.1021/acs.est.9b04896 | 388,N/A,Fragment,fragments,0.3125,river,10,8938.2,3.125,2793.1875
doi.org/10.1021/acs.est.9b04896,doi.org/10.1021/acs.est.9b04896 | 415,N/A,Fragment,fragments,2.208333333,river,106,94744.92,234.0833333,209228.365
doi.org/10.1021/acs.est.9b04896,doi.org/10.1021/acs.est.9b04896 | 407,N/A,Fragment,fragments,0.285714286,river,12,10725.84,3.428571432,3064.525717
doi.org/10.1021/acs.est.9b04896,doi.org/10.1021/acs.est.9b04896 | 402,N/A,Fragment,fragments,0.113207547,river,12,10725.84,1.358490564,1214.246036
doi.org/10.1021/acs.est.9b04896,doi.org/10.1021/acs.est.9b04896 | 399,N/A,Fragment,fragments,0.111111111,river,12,10725.84,1.333333332,1191.759999
doi.org/10.1021/acs.est.9b04896,doi.org/10.1021/acs.est.9b04896 | 404,N/A,Fragment,fragments,0.318181818,river,14,12513.48,4.454545452,3981.561816
doi.org/10.1021/acs.est.9b04896,doi.org/10.1021/acs.est.9b04896 | 425,N/A,Fragment,fragments,0.259259259,river,14,12513.48,3.629629626,3244.235552
doi.org/10.1021/acs.est.9b04896,doi.org/10.1021/acs.est.9b04896 | 395,N/A,Fragment,fragments,0.076086957,river,14,12513.48,1.065217398,952.1126147
doi.org/10.1021/acs.est.9b04896,doi.org/10.1021/acs.est.9b04896 | 409,N/A,Fragment,fragments,0.285714286,river,16,14301.12,4.571428576,4086.03429
doi.org/10.1021/acs.est.9b04896,doi.org/10.1021/acs.est.9b04896 | 390,N/A,Fragment,fragments,0.242424242,river,16,14301.12,3.878787872,3466.938176
doi.org/10.1021/acs.est.9b04896,doi.org/10.1021/acs.est.9b04896 | 419,N/A,Fragment,fragments,0.470588235,river,16,14301.12,7.52941176,6729.938819
doi.org/10.1016/j.jwpe.2020.101640,Average|doi.org/10.1016/j.jwpe.2020.101640,N/A,Fragment,fragments,0.8,river,63,74898335.61,50.4,59918668.49
doi.org/10.1016/j.jwpe.2020.101640,James|doi.org/10.1016/j.jwpe.2020.101640,N/A,Fragment,fragments,0.8,river,36,42799048.92,28.8,34239239.14
doi.org/10.1016/j.jwpe.2020.101640,Roanoke|doi.org/10.1016/j.jwpe.2020.101640,N/A,Fragment,fragments,0.8,river,180,213995244.6,144,171196195.7
doi.org/10.1016/j.jwpe.2020.101640,Stroubles|doi.org/10.1016/j.jwpe.2020.101640,N/A,Fragment,fragments,0.8,river,17,20210661.99,13.6,16168529.59
doi.org/10.1016/j.envpol.2018.06.033,Grab10|doi.org/10.1016/j.envpol.2018.06.033,N/A,Fragment,fragments,1,river,0.632,0.17064,0.632,0.17064
doi.org/10.1016/j.envpol.2018.06.033,Grab13|doi.org/10.1016/j.envpol.2018.06.033,N/A,Fragment,fragments,1,river,0.536,0.14472,0.536,0.14472
doi.org/10.1016/j.envpol.2018.06.033,Grab18|doi.org/10.1016/j.envpol.2018.06.033,N/A,Fragment,fragments,0.500463392,river,0.538,0.14526,0.269249305,0.072697312
doi.org/10.1016/j.envpol.2018.06.033,Grab8|doi.org/10.1016/j.envpol.2018.06.033,N/A,Fragment,fragments,0.490774908,river,0,0,0,0
