Source,normalized_particle.L_concentration,size_min_um,size_max_um,DOI,Sample_ID,Subsample_ID,alpha_lower,alpha,alpha_upper,correction_factor,corrected_concentration,correction_factor_lower,corrected_concentration_lower,correction_factor_upper,corrected_concentration_upper
drinkingwater,2.181,1,5000,10.1016/j.cotox.2021.09.003,Lam|10.1016/j.cotox.2021.09.003,N/A,1.09,1.64,2.19,1,2.18,1,2.18,1,2.18
drinkingwater,0.174,1,5000,10.1016/j.cotox.2021.09.003,Kirstein|10.1016/j.cotox.2021.09.003,N/A,1.09,1.64,2.19,1,0.17,1,0.17,1,0.17
drinkingwater,0.06,1,5000,10.1016/j.cotox.2021.09.003,Dalmau-Soler|10.1016/j.cotox.2021.09.003,N/A,1.09,1.64,2.19,1,0.06,1,0.06,1,0.06
drinkingwater,0.066,1,5000,10.1016/j.cotox.2021.09.003,Pittroff|10.1016/j.cotox.2021.09.003,N/A,1.09,1.64,2.19,1,0.07,1,0.07,1,0.07
drinkingwater,0.00011,1,5000,10.1016/j.cotox.2021.09.003,Johnson|10.1016/j.cotox.2021.09.003,N/A,1.09,1.64,2.19,1,0,1,0,1,0
drinkingwater,0,1,5000,10.1016/j.cotox.2021.09.003,Almaiman3|10.1016/j.cotox.2021.09.003,N/A,1.09,1.64,2.19,1,0,1,0,1,0
drinkingwater,0,1,5000,10.1016/j.cotox.2021.09.003,Weber|10.1016/j.cotox.2021.09.003,N/A,1.09,1.64,2.19,1,0,1,0,1,0
drinkingwater,2649,1,5000,10.1016/j.cofs.2021.02.011,Single_PET2|10.1016/j.cofs.2021.02.011,N/A,1.09,1.64,2.19,1,2649,1,2649,1,2649
drinkingwater,4889,1,5000,10.1016/j.cofs.2021.02.011,Returnable_PET2|10.1016/j.cofs.2021.02.011,N/A,1.09,1.64,2.19,1,4889,1,4889,1,4889
drinkingwater,6292,1,5000,10.1016/j.cofs.2021.02.011,Glass2|10.1016/j.cofs.2021.02.011,N/A,1.09,1.64,2.19,1,6292,1,6292,1,6292
drinkingwater,315,1,5000,10.1016/j.cofs.2021.02.011,Single_PET3|10.1016/j.cofs.2021.02.011,N/A,1.09,1.64,2.19,1,315,1,315,1,315
drinkingwater,195.7,1,5000,10.1016/j.cofs.2021.02.011,Glass3|10.1016/j.cofs.2021.02.011,N/A,1.09,1.64,2.19,1,195.7,1,195.7,1,195.7
drinkingwater,54200000,1,5000,10.1016/j.cofs.2021.02.011,Single_PET4|10.1016/j.cofs.2021.02.011,N/A,1.09,1.64,2.19,1,54200000,1,54200000,1,54200000
drinkingwater,140,1,5000,10.1016/j.cofs.2021.02.011,Single_PET5|10.1016/j.cofs.2021.02.011,N/A,1.09,1.64,2.19,1,140,1,140,1,140
drinkingwater,52,1,5000,10.1016/j.cofs.2021.02.011,Glass4|10.1016/j.cofs.2021.02.011,N/A,1.09,1.64,2.19,1,52,1,52,1,52
drinkingwater,1.5,1,5000,10.3390/app112110109,Australia1|10.3390/app112110109,N/A,1.09,1.64,2.19,1,1.5,1,1.5,1,1.5
drinkingwater,0.48,1,5000,10.3390/app112110109,Australia2|10.3390/app112110109,N/A,1.09,1.64,2.19,1,0.48,1,0.48,1,0.48
drinkingwater,0.28,1,5000,10.3390/app112110109,Australia3|10.3390/app112110109,N/A,1.09,1.64,2.19,1,0.28,1,0.28,1,0.28
drinkingwater,0.18,1,5000,10.3390/app112110109,Australia4|10.3390/app112110109,N/A,1.09,1.64,2.19,1,0.18,1,0.18,1,0.18
drinkingwater,0.96,1,5000,10.3390/app112110109,Australia5|10.3390/app112110109,N/A,1.09,1.64,2.19,1,0.96,1,0.96,1,0.96
drinkingwater,0.91,1,5000,10.3390/app112110109,Australia6|10.3390/app112110109,N/A,1.09,1.64,2.19,1,0.91,1,0.91,1,0.91
drinkingwater,2.76,1,5000,10.3390/app112110109,Australia7|10.3390/app112110109,N/A,1.09,1.64,2.19,1,2.76,1,2.76,1,2.76
drinkingwater,0.5,1,5000,10.3390/app112110109,Canada1|10.3390/app112110109,N/A,1.09,1.64,2.19,1,0.5,1,0.5,1,0.5
drinkingwater,1.76,1,5000,10.3390/app112110109,Canada2|10.3390/app112110109,N/A,1.09,1.64,2.19,1,1.76,1,1.76,1,1.76
drinkingwater,28.4,1,5000,10.3390/app112110109,China1|10.3390/app112110109,N/A,1.09,1.64,2.19,1,28.4,1,28.4,1,28.4
drinkingwater,0.13,1,5000,10.3390/app112110109,China2|10.3390/app112110109,N/A,1.09,1.64,2.19,1,0.13,1,0.13,1,0.13
drinkingwater,0.05,1,5000,10.3390/app112110109,China3|10.3390/app112110109,N/A,1.09,1.64,2.19,1,0.05,1,0.05,1,0.05
drinkingwater,2.7,1,5000,10.3390/app112110109,China4|10.3390/app112110109,N/A,1.09,1.64,2.19,1,2.7,1,2.7,1,2.7
drinkingwater,0.3,1,5000,10.3390/app112110109,China5|10.3390/app112110109,N/A,1.09,1.64,2.19,1,0.3,1,0.3,1,0.3
drinkingwater,0.6,1,5000,10.3390/app112110109,China6|10.3390/app112110109,N/A,1.09,1.64,2.19,1,0.6,1,0.6,1,0.6
drinkingwater,0.59,1,5000,10.3390/app112110109,China7|10.3390/app112110109,N/A,1.09,1.64,2.19,1,0.59,1,0.59,1,0.59
drinkingwater,0.59,1,5000,10.3390/app112110109,China8|10.3390/app112110109,N/A,1.09,1.64,2.19,1,0.59,1,0.59,1,0.59
drinkingwater,30.6,1,5000,10.3390/app112110109,China9|10.3390/app112110109,N/A,1.09,1.64,2.19,1,30.6,1,30.6,1,30.6
drinkingwater,1.72,1,5000,10.3390/app112110109,China10|10.3390/app112110109,N/A,1.09,1.64,2.19,1,1.72,1,1.72,1,1.72
drinkingwater,22.9,1,5000,10.3390/app112110109,China11|10.3390/app112110109,N/A,1.09,1.64,2.19,1,22.9,1,22.9,1,22.9
drinkingwater,2.9,1,5000,10.3390/app112110109,China12|10.3390/app112110109,N/A,1.09,1.64,2.19,1,2.9,1,2.9,1,2.9
drinkingwater,7.9,1,5000,10.3390/app112110109,China13|10.3390/app112110109,N/A,1.09,1.64,2.19,1,7.9,1,7.9,1,7.9
drinkingwater,30.3,1,5000,10.3390/app112110109,China14|10.3390/app112110109,N/A,1.09,1.64,2.19,1,30.3,1,30.3,1,30.3
drinkingwater,14.3,1,5000,10.3390/app112110109,China15|10.3390/app112110109,N/A,1.09,1.64,2.19,1,14.3,1,14.3,1,14.3
drinkingwater,8.25,1,5000,10.3390/app112110109,China16|10.3390/app112110109,N/A,1.09,1.64,2.19,1,8.25,1,8.25,1,8.25
drinkingwater,0.24,1,5000,10.3390/app112110109,China17|10.3390/app112110109,N/A,1.09,1.64,2.19,1,0.24,1,0.24,1,0.24
drinkingwater,0.34,1,5000,10.3390/app112110109,China18|10.3390/app112110109,N/A,1.09,1.64,2.19,1,0.34,1,0.34,1,0.34
drinkingwater,20.96,1,5000,10.3390/app112110109,China19|10.3390/app112110109,N/A,1.09,1.64,2.19,1,20.96,1,20.96,1,20.96
drinkingwater,31.85,1,5000,10.3390/app112110109,China20|10.3390/app112110109,N/A,1.09,1.64,2.19,1,31.85,1,31.85,1,31.85
drinkingwater,40.67,1,5000,10.3390/app112110109,China21|10.3390/app112110109,N/A,1.09,1.64,2.19,1,40.67,1,40.67,1,40.67
drinkingwater,20.44,1,5000,10.3390/app112110109,China22|10.3390/app112110109,N/A,1.09,1.64,2.19,1,20.44,1,20.44,1,20.44
drinkingwater,0.78,1,5000,10.3390/app112110109,China23|10.3390/app112110109,N/A,1.09,1.64,2.19,1,0.78,1,0.78,1,0.78
drinkingwater,0.62,1,5000,10.3390/app112110109,China24|10.3390/app112110109,N/A,1.09,1.64,2.19,1,0.62,1,0.62,1,0.62
drinkingwater,0.1,1,5000,10.3390/app112110109,China25|10.3390/app112110109,N/A,1.09,1.64,2.19,1,0.1,1,0.1,1,0.1
drinkingwater,0.07,1,5000,10.3390/app112110109,China26|10.3390/app112110109,N/A,1.09,1.64,2.19,1,0.07,1,0.07,1,0.07
drinkingwater,0,1,5000,10.3390/app112110109,China27|10.3390/app112110109,N/A,1.09,1.64,2.19,1,0,1,0,1,0
drinkingwater,0,1,5000,10.3390/app112110109,China28|10.3390/app112110109,N/A,1.09,1.64,2.19,1,0,1,0,1,0
drinkingwater,400,1,5000,10.3390/app112110109,China29|10.3390/app112110109,N/A,1.09,1.64,2.19,1,400,1,400,1,400
drinkingwater,750,1,5000,10.3390/app112110109,China30|10.3390/app112110109,N/A,1.09,1.64,2.19,1,750,1,750,1,750
drinkingwater,300,1,5000,10.3390/app112110109,China31|10.3390/app112110109,N/A,1.09,1.64,2.19,1,300,1,300,1,300
drinkingwater,120.3,1,5000,10.3390/app112110109,Denmark1|10.3390/app112110109,N/A,1.09,1.64,2.19,1,120.3,1,120.3,1,120.3
drinkingwater,1.05,1,5000,10.3390/app112110109,Finland1|10.3390/app112110109,N/A,1.09,1.64,2.19,1,1.05,1,1.05,1,1.05
drinkingwater,13.5,1,5000,10.3390/app112110109,Finland2|10.3390/app112110109,N/A,1.09,1.64,2.19,1,13.5,1,13.5,1,13.5
drinkingwater,0.03,1,5000,10.3390/app112110109,Finland3|10.3390/app112110109,N/A,1.09,1.64,2.19,1,0.03,1,0.03,1,0.03
drinkingwater,0.005,1,5000,10.3390/app112110109,Finland4|10.3390/app112110109,N/A,1.09,1.64,2.19,1,0.01,1,0.01,1,0.01
drinkingwater,0.1,1,5000,10.3390/app112110109,Finland5|10.3390/app112110109,N/A,1.09,1.64,2.19,1,0.1,1,0.1,1,0.1
drinkingwater,0.02,1,5000,10.3390/app112110109,Finland6|10.3390/app112110109,N/A,1.09,1.64,2.19,1,0.02,1,0.02,1,0.02
drinkingwater,6.84,1,5000,10.3390/app112110109,Finland7|10.3390/app112110109,N/A,1.09,1.64,2.19,1,6.84,1,6.84,1,6.84
drinkingwater,35,1,5000,10.3390/app112110109,France1|10.3390/app112110109,N/A,1.09,1.64,2.19,1,35,1,35,1,35
drinkingwater,2.84,1,5000,10.3390/app112110109,France2|10.3390/app112110109,N/A,1.09,1.64,2.19,1,2.84,1,2.84,1,2.84
drinkingwater,1.82,1,5000,10.3390/app112110109,Germany1|10.3390/app112110109,N/A,1.09,1.64,2.19,1,1.82,1,1.82,1,1.82
drinkingwater,5.9,1,5000,10.3390/app112110109,Germany2|10.3390/app112110109,N/A,1.09,1.64,2.19,1,5.9,1,5.9,1,5.9
drinkingwater,3,1,5000,10.3390/app112110109,Germany3|10.3390/app112110109,N/A,1.09,1.64,2.19,1,3,1,3,1,3
drinkingwater,7,1,5000,10.3390/app112110109,Germany4|10.3390/app112110109,N/A,1.09,1.64,2.19,1,7,1,7,1,7
drinkingwater,14,1,5000,10.3390/app112110109,Germany5|10.3390/app112110109,N/A,1.09,1.64,2.19,1,14,1,14,1,14
drinkingwater,0.27,1,5000,10.3390/app112110109,HingKong1|10.3390/app112110109,N/A,1.09,1.64,2.19,1,0.27,1,0.27,1,0.27
drinkingwater,0.4,1,5000,10.3390/app112110109,HingKong2|10.3390/app112110109,N/A,1.09,1.64,2.19,1,0.4,1,0.4,1,0.4
drinkingwater,0.42,1,5000,10.3390/app112110109,Iran1|10.3390/app112110109,N/A,1.09,1.64,2.19,1,0.42,1,0.42,1,0.42
drinkingwater,1.91,1,5000,10.3390/app112110109,Iran2|10.3390/app112110109,N/A,1.09,1.64,2.19,1,1.91,1,1.91,1,1.91
drinkingwater,2.11,1,5000,10.3390/app112110109,Iran3|10.3390/app112110109,N/A,1.09,1.64,2.19,1,2.11,1,2.11,1,2.11
drinkingwater,0.58,1,5000,10.3390/app112110109,Iran4|10.3390/app112110109,N/A,1.09,1.64,2.19,1,0.58,1,0.58,1,0.58
drinkingwater,1.97,1,5000,10.3390/app112110109,Israel1|10.3390/app112110109,N/A,1.09,1.64,2.19,1,1.97,1,1.97,1,1.97
drinkingwater,7.3,1,5000,10.3390/app112110109,Israel2|10.3390/app112110109,N/A,1.09,1.64,2.19,1,7.3,1,7.3,1,7.3
drinkingwater,0.4,1,5000,10.3390/app112110109,Italy1|10.3390/app112110109,N/A,1.09,1.64,2.19,1,0.4,1,0.4,1,0.4
drinkingwater,0.52,1,5000,10.3390/app112110109,Italy2|10.3390/app112110109,N/A,1.09,1.64,2.19,1,0.52,1,0.52,1,0.52
drinkingwater,0.2,1,5000,10.3390/app112110109,Italy3|10.3390/app112110109,N/A,1.09,1.64,2.19,1,0.2,1,0.2,1,0.2
drinkingwater,0.44,1,5000,10.3390/app112110109,Korea1|10.3390/app112110109,N/A,1.09,1.64,2.19,1,0.44,1,0.44,1,0.44
drinkingwater,0.14,1,5000,10.3390/app112110109,Korea2|10.3390/app112110109,N/A,1.09,1.64,2.19,1,0.14,1,0.14,1,0.14
drinkingwater,0.28,1,5000,10.3390/app112110109,Korea3|10.3390/app112110109,N/A,1.09,1.64,2.19,1,0.28,1,0.28,1,0.28
drinkingwater,0.11,1,5000,10.3390/app112110109,Korea4|10.3390/app112110109,N/A,1.09,1.64,2.19,1,0.11,1,0.11,1,0.11
drinkingwater,39,1,5000,10.3390/app112110109,Netherlands1|10.3390/app112110109,N/A,1.09,1.64,2.19,1,39,1,39,1,39
drinkingwater,61,1,5000,10.3390/app112110109,Netherlands2|10.3390/app112110109,N/A,1.09,1.64,2.19,1,61,1,61,1,61
drinkingwater,65,1,5000,10.3390/app112110109,Netherlands3|10.3390/app112110109,N/A,1.09,1.64,2.19,1,65,1,65,1,65
drinkingwater,81,1,5000,10.3390/app112110109,Netherlands4|10.3390/app112110109,N/A,1.09,1.64,2.19,1,81,1,81,1,81
drinkingwater,56,1,5000,10.3390/app112110109,Netherlands5|10.3390/app112110109,N/A,1.09,1.64,2.19,1,56,1,56,1,56
drinkingwater,55,1,5000,10.3390/app112110109,Netherlands6|10.3390/app112110109,N/A,1.09,1.64,2.19,1,55,1,55,1,55
drinkingwater,55,1,5000,10.3390/app112110109,Netherlands7|10.3390/app112110109,N/A,1.09,1.64,2.19,1,55,1,55,1,55
drinkingwater,0.34,1,5000,10.3390/app112110109,Poland1|10.3390/app112110109,N/A,1.09,1.64,2.19,1,0.34,1,0.34,1,0.34
drinkingwater,148,1,5000,10.3390/app112110109,Russia1|10.3390/app112110109,N/A,1.09,1.64,2.19,1,148,1,148,1,148
drinkingwater,0.25,1,5000,10.3390/app112110109,Scotland1|10.3390/app112110109,N/A,1.09,1.64,2.19,1,0.25,1,0.25,1,0.25
drinkingwater,1,1,5000,10.3390/app112110109,Scotland2|10.3390/app112110109,N/A,1.09,1.64,2.19,1,1,1,1,1,1
drinkingwater,49,1,5000,10.3390/app112110109,SouthKorea1|10.3390/app112110109,N/A,1.09,1.64,2.19,1,49,1,49,1,49
drinkingwater,33,1,5000,10.3390/app112110109,SouthKorea2|10.3390/app112110109,N/A,1.09,1.64,2.19,1,33,1,33,1,33
drinkingwater,297,1,5000,10.3390/app112110109,SouthKorea3|10.3390/app112110109,N/A,1.09,1.64,2.19,1,297,1,297,1,297
drinkingwater,66,1,5000,10.3390/app112110109,SouthKorea4|10.3390/app112110109,N/A,1.09,1.64,2.19,1,66,1,66,1,66
drinkingwater,0.31,1,5000,10.3390/app112110109,Spain1|10.3390/app112110109,N/A,1.09,1.64,2.19,1,0.31,1,0.31,1,0.31
drinkingwater,0.44,1,5000,10.3390/app112110109,Spain2|10.3390/app112110109,N/A,1.09,1.64,2.19,1,0.44,1,0.44,1,0.44
drinkingwater,0.92,1,5000,10.3390/app112110109,Spain3|10.3390/app112110109,N/A,1.09,1.64,2.19,1,0.92,1,0.92,1,0.92
drinkingwater,1.08,1,5000,10.3390/app112110109,Spain4|10.3390/app112110109,N/A,1.09,1.64,2.19,1,1.08,1,1.08,1,1.08
drinkingwater,12.8,1,5000,10.3390/app112110109,Spain5|10.3390/app112110109,N/A,1.09,1.64,2.19,1,12.8,1,12.8,1,12.8
drinkingwater,41.77,1,5000,10.3390/app112110109,Spain6|10.3390/app112110109,N/A,1.09,1.64,2.19,1,41.77,1,41.77,1,41.77
drinkingwater,16.4,1,5000,10.3390/app112110109,Spain7|10.3390/app112110109,N/A,1.09,1.64,2.19,1,16.4,1,16.4,1,16.4
drinkingwater,131.36,1,5000,10.3390/app112110109,Spain8|10.3390/app112110109,N/A,1.09,1.64,2.19,1,131.36,1,131.36,1,131.36
drinkingwater,0.98,1,5000,10.3390/app112110109,Spain9|10.3390/app112110109,N/A,1.09,1.64,2.19,1,0.98,1,0.98,1,0.98
drinkingwater,4,1,5000,10.3390/app112110109,Sweden1|10.3390/app112110109,N/A,1.09,1.64,2.19,1,4,1,4,1,4
drinkingwater,0.008,1,5000,10.3390/app112110109,Sweden2|10.3390/app112110109,N/A,1.09,1.64,2.19,1,0.01,1,0.01,1,0.01
drinkingwater,2,1,5000,10.3390/app112110109,Thailand1|10.3390/app112110109,N/A,1.09,1.64,2.19,1,2,1,2,1,2
drinkingwater,7,1,5000,10.3390/app112110109,Turkey1|10.3390/app112110109,N/A,1.09,1.64,2.19,1,7,1,7,1,7
drinkingwater,4.11,1,5000,10.3390/app112110109,Turkey2|10.3390/app112110109,N/A,1.09,1.64,2.19,1,4.11,1,4.11,1,4.11
drinkingwater,1.6,1,5000,10.3390/app112110109,Turkey3|10.3390/app112110109,N/A,1.09,1.64,2.19,1,1.6,1,1.6,1,1.6
drinkingwater,0.7,1,5000,10.3390/app112110109,Turkey4|10.3390/app112110109,N/A,1.09,1.64,2.19,1,0.7,1,0.7,1,0.7
drinkingwater,0.6,1,5000,10.3390/app112110109,Turkey5|10.3390/app112110109,N/A,1.09,1.64,2.19,1,0.6,1,0.6,1,0.6
drinkingwater,15.7,1,5000,10.3390/app112110109,UK1|10.3390/app112110109,N/A,1.09,1.64,2.19,1,15.7,1,15.7,1,15.7
drinkingwater,3.7,1,5000,10.3390/app112110109,USA1|10.3390/app112110109,N/A,1.09,1.64,2.19,1,3.7,1,3.7,1,3.7
drinkingwater,17.6,1,5000,10.3390/app112110109,USA2|10.3390/app112110109,N/A,1.09,1.64,2.19,1,17.6,1,17.6,1,17.6
drinkingwater,17.2,1,5000,10.3390/app112110109,USA3|10.3390/app112110109,N/A,1.09,1.64,2.19,1,17.2,1,17.2,1,17.2
drinkingwater,0.09,1,5000,10.3390/app112110109,USA4|10.3390/app112110109,N/A,1.09,1.64,2.19,1,0.09,1,0.09,1,0.09
drinkingwater,0.05,1,5000,10.3390/app112110109,USA5|10.3390/app112110109,N/A,1.09,1.64,2.19,1,0.05,1,0.05,1,0.05
drinkingwater,5.9,1,5000,10.3390/app112110109,USA6|10.3390/app112110109,N/A,1.09,1.64,2.19,1,5.9,1,5.9,1,5.9
drinkingwater,2.6,1,5000,10.3390/app112110109,USA7|10.3390/app112110109,N/A,1.09,1.64,2.19,1,2.6,1,2.6,1,2.6
drinkingwater,0.098,1,5000,10.3390/app112110109,USA8|10.3390/app112110109,N/A,1.09,1.64,2.19,1,0.1,1,0.1,1,0.1
drinkingwater,0.00088,1,5000,10.3390/app112110109,USA9|10.3390/app112110109,N/A,1.09,1.64,2.19,1,0,1,0,1,0
drinkingwater,0.00035,1,5000,10.1007/s11783-021-1492-5,Mintenig|10.1007/s11783-021-1492-5,N/A,1.09,1.64,2.19,1,0,1,0,1,0
drinkingwater,0.4,1,5000,10.1016/j.scitotenv.2021.148001,TCQS|10.1016/j.scitotenv.2021.148001,N/A,1.09,1.64,2.19,1,0.4,1,0.4,1,0.4
drinkingwater,0.51,1,5000,10.1016/j.scitotenv.2021.148001,SHN|10.1016/j.scitotenv.2021.148001,N/A,1.09,1.64,2.19,1,0.51,1,0.51,1,0.51
drinkingwater,0.51,1,5000,10.1016/j.scitotenv.2021.148001,CHQ|10.1016/j.scitotenv.2021.148001,N/A,1.09,1.64,2.19,1,0.51,1,0.51,1,0.51
drinkingwater,0.55,1,5000,10.1016/j.scitotenv.2021.148001,CHH|10.1016/j.scitotenv.2021.148001,N/A,1.09,1.64,2.19,1,0.55,1,0.55,1,0.55
drinkingwater,0.6,1,5000,10.1016/j.scitotenv.2021.148001,ZHB|10.1016/j.scitotenv.2021.148001,N/A,1.09,1.64,2.19,1,0.6,1,0.6,1,0.6
drinkingwater,0.605,1,5000,10.1016/j.scitotenv.2021.148001,DAS|10.1016/j.scitotenv.2021.148001,N/A,1.09,1.64,2.19,1,0.61,1,0.61,1,0.61
drinkingwater,0.63,1,5000,10.1016/j.scitotenv.2021.148001,XHS|10.1016/j.scitotenv.2021.148001,N/A,1.09,1.64,2.19,1,0.63,1,0.63,1,0.63
drinkingwater,0.75,1,5000,10.1016/j.scitotenv.2021.148001,HNZ|10.1016/j.scitotenv.2021.148001,N/A,1.09,1.64,2.19,1,0.75,1,0.75,1,0.75
drinkingwater,0.56,1,5000,10.1016/j.scitotenv.2021.148001,TCH|10.1016/j.scitotenv.2021.148001,N/A,1.09,1.64,2.19,1,0.56,1,0.56,1,0.56
drinkingwater,0.6,1,5000,10.1016/j.scitotenv.2021.148001,WHH|10.1016/j.scitotenv.2021.148001,N/A,1.09,1.64,2.19,1,0.6,1,0.6,1,0.6
drinkingwater,0.39,1,5000,10.1016/j.scitotenv.2021.148001,Spr|10.1016/j.scitotenv.2021.148001,N/A,1.09,1.64,2.19,1,0.39,1,0.39,1,0.39
drinkingwater,0.36,1,5000,10.1016/j.scitotenv.2021.148001,Sum|10.1016/j.scitotenv.2021.148001,N/A,1.09,1.64,2.19,1,0.36,1,0.36,1,0.36
drinkingwater,0.75,1,5000,10.1016/j.scitotenv.2021.148001,Aut|10.1016/j.scitotenv.2021.148001,N/A,1.09,1.64,2.19,1,0.75,1,0.75,1,0.75
drinkingwater,0.54,1,5000,10.1016/j.scitotenv.2021.148001,Win|10.1016/j.scitotenv.2021.148001,N/A,1.09,1.64,2.19,1,0.54,1,0.54,1,0.54
drinkingwater,0,1,5000,10.3390/environments8120138,gallon_brand 2|10.3390/environments8120138,N/A,1.09,1.64,2.19,1,0,1,0,1,0
drinkingwater,0,1,5000,10.3390/environments8120138,gallon_refill1|10.3390/environments8120138,N/A,1.09,1.64,2.19,1,0,1,0,1,0
drinkingwater,0,1,5000,10.3390/environments8120138,gallon_refill2|10.3390/environments8120138,N/A,1.09,1.64,2.19,1,0,1,0,1,0
drinkingwater,11,1,5000,10.1016/j.chemosphere.2021.132588,filtered|10.1016/j.chemosphere.2021.132587,N/A,1.09,1.64,2.19,1,11,1,11,1,11
drinkingwater,31,1,5000,10.1016/j.chemosphere.2021.132589,clearwell|10.1016/j.chemosphere.2021.132587,N/A,1.09,1.64,2.19,1,31,1,31,1,31
drinkingwater,20,1,5000,10.1016/j.chemosphere.2021.132590,distribution|10.1016/j.chemosphere.2021.132587,N/A,1.09,1.64,2.19,1,20,1,20,1,20